language_name_in_Kikuyu,language_name_in_Cambodian,language_name_in_Sarnami,language_name_in_Khoekhoegowab,language_name_in_Haitian,language_name_in_Tojolabal,language_name_in_Croatian,language_name_in_Herero,language_name_in_Serbian,language_name_in_Waray-Waray,language_name_in_Kikaonde,language_name_in_Kongo,language_name_in_Lhukonzo,language_name_in_Ukrainian,language_name_in_Kabyle,language_name_in_Aymara,language_name_in_Toba,language_id,language_name_in_Huastec,language_name_in_Hindi,language_name_in_Nzema,language_name_in_Ndonga,language_in_English,language_name_in_Kwanyama,language_name_in_Punjabi,language_name_in_Faeroese,language_name_in_Georgian,language_name_in_Greenlandic,language_name_in_Miskito,language_name_in_Hungarian,language_name_in_Efik,language_name_in_Rapa,language_name_in_Bicol,language_name_in_Afrikaans,language_name_in_Armenian,language_name_in_Wolaita,language_name_in_Huave,language_name_in_Kikamba,language_name_in_Hausa,language_name_in_Amharic,language_name_in_Norwegian,language_name_in_Kisonge,language_name_in_Nahuatl,language_name_in_Nepali,language_name_in_Solomon,language_name_in_Kirghiz,language_name_in_Ndebele,language_name_in_Rarotongan,language_name_in_Korean,language_name_in_Zapotec,language_name_in_Baoule,language_name_in_Dutch,language_name_in_Aukan,language_name_in_Tlapanec,language_name_in_Pangasinan,language_name_in_Russian,language_name_in_Ewe,language_name_in_Mauritian,language_name_in_Uruund,language_name_in_Voru,language_name_in_Spanish,language_name_in_Greek,language_name_in_Lingala,language_name_in_Estonian,language_name_in_Vezo,language_name_in_Rumanyo,language_name_in_Luganda,language_name_in_Lithuanian,language_name_in_Mayo,language_name_in_Lamba,language_name_in_Yoruba,language_name_in_Sepedi,language_name_in_Kinyarwanda,language_name_in_Dangme,language_name_in_Tarascan,language_name_in_Rutoro,language_name_in_Wayuunaiki,language_name_in_Mixtec,language_name_in_Cebuano,language_name_in_Sango,language_name_in_Quechua,language_name_in_Tiv,language_name_in_Guna,language_name_in_Maya,language_name_in_Sranantongo,language_name_in_Acholi,language_name_in_Xhosa,language_name_in_Tetum,language_name_in_Krio,language_name_in_Isoko,language_name_in_Oromo,language_name_in_Saramaccan,language_name_in_Quichua,language_name_in_Azerbaijani,language_name_in_Chin,language_name_in_Romanian,language_name_in_Bulgarian,language_name_in_Quiche,language_name_in_Kalenjin,language_name_in_Lahu,language_name_in_Mbunda,language_name_in_Swati,language_name_in_Tsonga,language_name_in_Kisi,language_name_in_Cinyanja,language_name_in_Shona,language_name_in_Newari,language_name_in_Slovenian,language_name_in_Zande,language_name_in_Tamil,language_name_in_Mambwe-Lungu,language_name_in_Icelandic,language_name_in_Runyankore,language_name_in_Guarani,language_name_in_Mongolian,language_name_in_Kiluba,language_name_in_Tagalog,language_name_in_Ngabere,language_name_in_Kwangali,language_name_in_Italian,language_name_in_Iloko,language_name_in_Portuguese,language_name_in_Hiligaynon,language_name_in_Tzotzil,language_name_in_Myanmar,language_name_in_Ateso,language_name_in_Finnish,language_name_in_Welsh,language_name_in_Zulu,language_name_in_Chol,language_name_in_Sesotho,language_name_in_Otomi,language_name_in_Mazatec,language_name_in_Tajiki,language_name_in_Kekchi,language_name_in_Mam,language_name_in_Lenje,language_name_in_Kalanga,language_name_in_Somali,language_name_in_Tarahumara,language_name_in_Vietnamese,language_name_in_Gujarati,language_name_in_Marathi,language_name_in_French,language_name_in_Sinhala,language_name_in_Frafra,language_name_in_Indonesian,language_name_in_Luvale,language_name_in_Tongan,language_name_in_Danish,language_name_in_Japanese,language_name_in_Niuean,language_name_in_Polish,language_name_in_Tankarana,language_name_in_Czech,language_name_in_Chinese,language_name_in_Garifuna,language_name_in_Maltese,language_name_in_Venda,language_name_in_Nuer,language_name_in_Sidama,language_name_in_Mayangna,language_name_in_Thai,language_name_in_Swahili,language_name_in_Luo,language_name_in_English,language_name_in_Latvian,language_name_in_Kazakh,language_name_in_Irish,language_name_in_Macedonian,language_name_in_Mixe,language_name_in_Tahitian,language_name_in_Samoan,language_name_in_Lugbara,language_name_in_Tatar,language_name_in_Albanian,language_name_in_Turkish,language_name_in_Totonac,language_name_in_Tswana,language_name_in_Slovak,language_name_in_Swedish,language_name_in_Ga,language_name_in_Kurdish,language_name_in_Twi,language_name_in_Tokelauan,language_name_in_Malagasy,language_name_in_Papiamento,language_name_in_Romany,language_name_in_Tzeltal,language_name_in_Cakchiquel,language_name_in_Wichi,language_name_in_German,language_name_in_Igbo,language_name_in_Ossetian,language_name_in_Mapudungun,language_name_in_Tigrinya,language_name_in_Seychelles
Kĩpidgingĩa,កោះសូឡូម៉ុង,Solomoneilandenpidgin,Solomon,Pidgin,pidgin,solomonski,Solomon,solomonski,Solomon,Solomon,Solomon,Solomon,піджин,Solomon,Pidgin,pidgin,pis,pidgin,सोलोमन,Solomon,Solomon,Solomon,Solomon,ਸੋਲੋਮਨ,Sálomonsoyskt,სოლომონის,Salomonip,pidgin,Salamon-szigeteki,Solomon,pidgin,Solomon,Salomonseilandse,Սողոմոնյան,Solomona,pidgin,Kĩvindingini,Solomon,የሰለሞን,Salomonøyenes,Pidgin,pidgin,सोलोमन,Solomon,пижин,Solomon,Solomon,솔로몬,pidgin,Pidgin,Solomoneilandenpidgin,Solomon-èilanti,Pidgin,Solomon,неосоломоник,Solomon,Solomon,rudim,Saalomoni,pidgin,Πίτζιν,Pidgin,saalomoni,Pidgin,Solomon,Solomon,Saliamono,Pidgin,Solomon,Solomon,Sepidgin,Igipijini,Solomon,pidgin,Solomon,Pidgin,Pidgin,Solomon,Pidgin,Pidgin,Solomon,pidgin,pidgin,Solomon-èilanti,Solomon,IPidgin,Solomon,Solomon,Solomon,Piijin,Solomon-èilanti,pidgin,Соломон,Solomon,Pidgin,пиджин,pidgin,Kutitab,Solomon,Solomon,IPidgin,Solomon,Solomon,Cipijini,Solomon,सोलोमन,salomonovootoški,Solomon,சாலமன்,Solomon,salómonseyja-pidgin,Solomon,pidgin,solomon,Kipidjin,Solomon,pidgin,Rusolomon,pidgin,Solomon,Pidgin,Solomon,pidgin,စော်လမွန်ကျွန်းစု,Solomon,Salomonsaarten,Pisin,IsiPidgin,Pidgin,Sefanakaloko,Pidgin,pidgin,неосоломоник,pidgin,pidgin,Cipidgin,Solomon,Solomon,pidgin,Solomon,સોલોમન,सोलोमन,Pidgin,Solomon,Solomon,Pijin,Solomon,Solomon,Salomonø-pidgin,ソロモン諸島ピジン語,Solomon,neosalomoński,Pidgin,novošalomounština,所羅門群島皮欽語,Pidgin,Piġin,Solomon,Thok,Solomooni,pidgin,พิดจินหมู่เกาะโซโลมอน,Kipijini,Solomon,Solomon,Zālamana,неосоломоник,Pidsean,соломонски,pidgin,Pidgin,Solomon,Solomon,Сөләйман,pixhine,Solomon,pidgin,Solomon,pidgin,Pidgin,Solomon,Giravên,Solomon,Solomon,Pidgin,Pidgin,Solomonsko,pidgin,pidgin,pidgin,Salomonen-Pidgin,Solomon,неосоломоник,pidgin,ፒጅን,Solomon
Kĩrutoro,Rutoro,Rutoro,Rutoro,Woutoro,rutoro,rutoro,Rutoro,rutoro,Rutoro,Rutoro,Rutoro,Rutoro,руторо,Rutoro,Rutoro,rutoro,ttj,rutoro,रुटोरो,Rutoro,Rutoro,Rutoro,Rutoro,ਰੂਟੋਰੋ,Rutoro,რუტორო,Rutoro,rutoro,oru-toro,Rutoro,rutoro,Rutoro,Rutoro,Ռուտորո,Rutoro,rutoro,Kĩlutolo,Rutoro,ሩቶሮ,Rutoro,Rutooro,rutoro,रुटोरो,Rutoro,руторо,Rutoro,Rutoro,루토로어,rutoro,Rutooro,Rutoro,Rutorotongo,Rutoro,Rutoro,руторо,Rutoro,Rutoro,rudim,tooro,rutoro,Ρουτόρο,Rutooro,tooro,Rutoro,Rutoro,Lutoro,rutorų,rutoro,Rutoro,Rutoro,Serutoro,Urutoro,Rutoro,rutoro,Rutoro,Rutoro,Rutoro,Rutoro,Rutooro,Rutoro,Rutoro,rutoro,rutoro,Rutorotongo,Rutoro,IsiRutoro,Rutoro,Rutoro,Rutoro,Rutooroo,Rutorotongo,rutoro,руторо,Rutoro,Rutoro,руторо,rutoro,Rutoro,Rutoro,Rutoro,SiRutoro,Rutoro,Rutoro,Cirutoro,Rutoro,रुटोरो,rutorščina,Rutoro,ருடோரோ,Rutoro,rutoro,Rutoro,rutoro,rutoro,Kilutoro,Rutoro,rutoro,Rutoro,rutoro,Rutoro,Rutoro,Rutoro,rutoro,ရူတိုရို,Rutoro,rutoro,Rwtoro,IsiRutoro,Rutoro,Serutoro,Rutoro,rutoro,руторо,rutoro,rutoro,Cirutoro,Rutoro,Rutoro,rutoro,Rutoro,રુટોરો,रूटोरो,Rutooro,Rutoro,Rutoro,Rutoro,Rutoro,Rutoro,Rutoro,ルトロ語,Rutoro,rutoro,Rutoro,rutoro,托羅語,Rutoro,Rutoro,Rutoro,Thok,Rutooro,rutoro,รูโตโร,Kitoro,Rutoro,Rutoro,Rutoru,руторо,Rutoro,руторо,rutoro,Rutooro,Rutoro,Rutoro,руторо,rutoro,Rutoro,rutoro,Rutoro,rutoro,Rutoro,Rutoro,Rûtorî,Rutoro,Rutoro,Rutoro,Rutoro,Rutoro,rutoro,rutoro,rutoro,Toro,Rutoro,руторо,rutoro,ሩቶሮ,Rutoro
Kĩwelsh,Welsh,Welsh,Welsh,Galwa,galés,velški,Welsh,velški,Welsh,Welsh,Welsh,Welsh,валлійська,Welsh,Galés,galés,cy,galés,वेल्श,Welsh,Welsh,Welsh,Welsh,ਵੈਲਸ਼,Walisiskt,უელსური,Walesimiutut,galés,walesi,Welsh,galés,Welsh,Wallies,Վելշ,Welse,galés,Kĩwelisi,Welsh,ዌልሽ,Walisisk,Gallois,galés,वेल्श,Welsh,уэльс,Welsh,Welsh,웨일스어,galés,Gallois,Welsh,Welshtongo,Galés,Welsh,валлийский,Welsh,Welsh,rudim,kõmri,galés,Ουαλική,Gallois,kõmri,Galoà,Welsh,Welsh,valų,galés,Welsh,Welsh,Sewelsh,Ikigaluwa,Welsh,galés,Welsh,Galés,Galés,Welsh,Gallois,Galés,Welsh,galés,galés,Welshtongo,Welsh,IsiWelsh,Galés,Welsh,Welsh,Welshi,Welshtongo,galés,Уелс,Wales,Galeză,уелски,galés,Welsh,Welsh,Welsh,SiWelsh,Welsh,Welsh,Ciweoshi,Welsh,वेल्श,velščina,Welsh,வெல்ஷ்,Welsh,velska,Welsh,galés,welsh,Kigalwa,Welsh,galés,Ruwelsh,gallese,Welsh,Galês,Welsh,galés,ဝက်ရှ်,Welsh,kymri,Cymraeg,IsiWelsh,Galés,Sewelsh,Galés,galés,уелсӣ,galés,galés,Ciwelsh,Welsh,Welsh,galés,Wales,વેલ્શ,वेल्श,Gallois,Welsh,Welsh,Welsh,Welsh,Welsh,Walisisk,ウェールズ語,Welsh,walijski,Galoà,velština,威爾士語,Galés,Welsh,Welsh,Thok,Weelshi,galés,เวลส์,Kiwelsh,Welsh,Welsh,Velsiešu,валли,Breatnais,велшки,galés,Gallois,Welsh,Welsh,уэльс,uellsiane,Galce,galés,Welsh,waleština,Walesiska,Welsh,Valhî,Welsh,Faka-Uelehe,Galoà,Gales,Velško,galés,galés,galés,Kymrisch,Welsh,валлийаг,galés,ወልሽ,Welsh
Gĩkurdi,Kurdish,"Koerdisch,",Kurdish,kid,kurdo,kurmandži,Kurdish,kurdski,Kurdish,Kurdish,Kurdish,Kurdish,курдська,Kurdish,Kurdo,kurdo,kmr_cyrl,kurdo,कुरदीश,Kurdish,Kurdish,Kurdish,Kurdish,ਕੁਰਦੀ,Kurdiskt,ქურთული,Kurderimiusut,kurdo,kurmándzsi,Kurdish,kurdo,Kurdish,Koerdies,Քրդերեն,Kurdde,kurdo,Kurdish,Kurdish,ከርድሽ,Kurdisk,Kurde,kurdo,कुर्दीस,Kurdish,күрт,Kurdish,Kurdish,쿠르만지,kurdo,Kurde,"Koerdisch,","Kurmanyitongo,",Kurdo,Kurdish,курдский,Kurdish,Kurdish,rudim,kurmandži,kurdo,Κουρδική,Kurde,kurmandži,Kurde,Kurdish,Kurdish,kurdų,kurdo,Kurdish,Kurdish,Sekurdish,Igikurude,Kurdish,kurdo,Kurdish,Kurdo,Kurdo,Kurdish,Kurde,Kurdo,Kurdish,kurdo,kurdo,"Kurmanyitongo,",Kurdish,IsiKurdish,Kurdish,Kurdish,Kurdish,Kurdish,"Kurmanyitongo,",kurdo,күрд,Kurdish,Kurdă,кюрдски,kurdo,Kurdish,Kurdish,Kurdish,SiKurdish,Kurdish,Kurdish,Cikurdish,Kurdish,कुर्दीस,kurdščina,Kurdish,குர்திஷ்,Kurdish,kúrdískt,Kurdish,kurdo,kurdish,Kikurde,Kurdish,kurdo,Rukurdish,curdo,Kurdish,Curdo,Kurdish,kurdo,ကာဒစ်ရှ်,Kurdish,kurdi,Cwrdeg,IsiKurdish,Kurdo,Sekurdish,Kurdo,kurdo,курманҷии,kurdo,kurdo,Cikurdish,Kurdish,Kurdish,kurdo,Kurdish,કર્ડિશ,कुर्दिश,Kurde,Kurdish,Kurdish,Kurdi,Kurdish,Kurdish,Kurdisk,クルド語（クルマンジ―キリル文字）,Kurdish,kurdyjski,Kurde,kurdština,庫爾德語庫爾曼吉話（西里爾字母）,Kurdo,Kurdish,Kurdish,Thok,Kurdishi,kurdo,เคิร์ด,Kikurmanji,Kurdish,Kurdish,Kurdu,күрд,Coirdis,курдски,kurdo,Kurde,Kurdish,Kurdish,көрд,kurde,Kürtçe,kurdo,Kurdish,kurdčina,Kurdiska,Kurdish,K’urdî,Kurdish,Kurdish,Kurde,Kurdo,Kurdsko,kurdo,kurdo,kurdo,Kurdisch,Kurdish,курдаг,kurdo,ኩርማንጂ,Kurdish
Kĩrarotongan,Rarotongan,Rarotongaans,Rarotongan,Rawotongan,rarotongués,rarotonga,Rarotongan,rarotonga,Rarotongan,Rarotongan,Rarotongan,Rarotongan,раротонга,Rarotongan,Rarotongués,rarotongués,rar,rarotongués,रारोटोन्गन,Rarotongan,Rarotongan,Rarotongan,Rarotongan,ਰਾਰੋਟੋਂਗਨ,Rarotongan,რაროტონგანი,Rarotonga,rarotongués,rarotonga,Rarotongan,rarotongués,Rarotongan,Rarotongaans,Ռարոտոնգա,Rarotongan,rarotongués,Kĩlalotongani,Rarotongan,ራሮቶንግኛ,Raratongansk,Rarotongan,rarotongués,रारोतोंगान,Rarotongan,раротонга,Rarotongan,Reo,라로통가어,rarotongués,Rarotongan,Rarotongaans,Rarotongatongo,Rarotongués,Rarotongan,раротонга,Rarotongan,Rarotongan,rudim,rarotonga,rarotongués,Ραροτόνγκαν,Rarotongan,rarotonga,Rarotonga,Rarotongan,Rarotongan,rarotongų,rarotongués,Rarotongan,Rarotongan,Serarotonga,Ikirarotonga,Rarotongan,rarotongués,Rarotongan,Rarotongués,Rarotongués,Rarotongan,Rarotongan,Rarotongués,Rarotongan,rarotongués,rarotongués,Rarotongatongo,Rarotongan,IsiRarotonga,Rarotongan,Rarotongan,Rarotongan,Raarootongaan,Rarotongatongo,rarotongués,Раратонга,Rarotongan,Rarotongan,раротонга,rarotongués,Rarotongan,Rarotongan,Rarotongan,SiRarotongan,Rarotongan,Rarotongan,Cirarotongani,Rarotongan,रारोतोंगान,rarotongščina,Rarotongan,ராரொடோங்கன்,Rarotongan,rarótongaska,Rarotongan,rarotongués,раротонга,Kirarotonga,Rarotongan,rarotongués,Rurarotongani,rarotongano,Rarotongan,Rarotongano,Rarotongan,rarotongués,ရာရိုတွန်ဂန်,Rarotongan,rarotonga,Raratongeg,IsiRarotonga,Rarotongués,Serarotongan,Rarotongués,rarotongués,раротонга,rarotongués,rarotongués,Cirarotongan,Rarotongan,Rarotongan,rarotongués,Rarotongan,રારોટોંગન,रारोटोंगन,Rarotongan,Rarotongan,Rarotongan,Rarotongan,Rarotongan,Rarotongan,Rarotonga,ラロトンガ語,Faka-Rarotoga,rarotongański,Rarotonga,rarotongština,拉羅湯加語,Rarotongués,Rarotongan,Rarotongan,Thok,Rarotonga,rarotongués,ราโรตองกา,Kirarotongan,Rarontongan,Rarotongan,Rarotongiešu,раротонга,Rarotongan,раротонга,rarotongués,Rarotoa,Rarotoga,Rarotongan,раротонга,rarotongane,Rarotonga,rarotongués,Rarotongan,rarotongčina,Rarotonga,Rarotongan,Rarotongî,Rarotongan,Faka-Lalotoga,Rarotonga,Rarotongan,Rarotonga,rarotongués,rarotongués,rarotongués,Rarotonganisch,Rarotongan,раротонгӕ,rarotongués,ራሮቶንጋን,Rarotongan
Kĩfaeroese,faeroese,Faeröes,Faeroese,Fewoyen,feroés,ferojski,Faeroese,farski,Faeroese,Faeroese,Faeroese,Faeroese,фарерська,Faeroese,Feroés,feroés,fo,feroés,फेरोवीज़,Faeroese,Faeroese,Faeroese,Faeroese,ਫ਼ੈਰੋਈ,Føroyskt,ფეროზული,Savalimmiormiutut,feroés,feröeri,Faeroese,feroés,Faeroese,Faroëes,Ֆերոս,Farowise,feroés,Kĩvelose,Faeroese,ፋሮአስኛ,Færøysk,Féroïen,feroés,फेरोई,Faeroese,фаероезе,Faeroese,Faeroese,페로어,feroés,Féroïen,Faeröes,Farutongo,Feroés,Faeroese,фарерский,Faeroese,Faeroese,rudim,fääri,feroés,Φεροϊκή,Féroïen,fääri,Féroïen,Faeroese,Faeroese,fareriečių,feroés,Faeroese,Faeroese,Sefaeroese,Ikinyaferowe,Faeroese,feroés,Faeroese,Feroés,Feroés,Faeroese,Féroïen,Feroés,Faeroese,feroés,feroés,Farutongo,Faeroese,IsiFaeroese,Faeroese,Faeroese,Faeroese,Faaʼerooz,Farutongo,feroés,Фарер,Faeroese,Feroeză,ферьорски,feroés,Faeroese,Faeroese,Faeroese,SiFaeroese,Faeroese,Faeroese,Cifaeroese,Faeroese,फेरोई,ferščina,Faeroese,ஃபெரவீஸ்,Faeroese,færeyska,Faeroese,feroés,faeroese,Kiferoye,Faeroese,feroés,Rufaeroese,faorese,Faeroese,Feroico,Faeroese,feroés,ဖဲရိုးအိစ်,Faeroese,fääri,Ffaröeg,IsiFaeroe,Feroés,Sefaeroese,Feroés,feroés,фарерӣ,feroés,feroés,Cifaeroese,Faeroese,Faeroese,feroés,Faero,ફેરોઈઝ,फेरोसे,Féroïen,Faeroese,Faeroese,Faroe,Faeroese,Faeroese,Færøsk,フェロー語,Faka-Faeroe,farerski,Féroïen,faerština,法羅語,Feroés,Faeroese,Faeroese,Thok,Feroye,feroés,แฟโร,Kifaeroe,Faeroese,Faeroese,Fēru,фарер,Faróis,фарски,feroés,Féroïen,Faeroese,Faeroese,фарер,faroeze,Faroe,feroés,Faeroese,faerčina,Färöiska,Faeroese,Feroeyî,Faeroese,Faeroese,Féroïen,Faeroese,Farsko,feroés,feroés,feroés,Färöisch,Faeroese,фарераг,feroés,ፈረዊስ,Faeroese
Kĩireland,អៀឡង់,Iers,Irish,Ilandè,irlandés,irski,Irish,irski,Irish,Irish,Irish,Irish,ірландська,Irish,Irlandés,irlandés,ga,irlandés,आयरिश,Irish,Irish,Irish,Irish,ਆਇਰਿਸ਼,Írskt,ირლანდიური,Irlandimiutut,irlandés,ír,Usem,irlandés,Irish,Iers,Իրլանդերեն,Ayerlandde,irlandés,Kĩayalandi,Irish,አይሪሽ,Irsk,Irlandais,irlandés,आइरिस,Irish,ирланд,Irish,Irish,아일랜드어,irlandés,Irlandais,Iers,Ier-tongo,Irlandés,Irish,ирландский,Irish,Irish,rudim,iiri,irlandés,Ιρλανδική,Irlandais,iiri,Irlandey,Irish,Irish,airių,irlandés,Irish,Irish,Seireland,Ikirilande,Irish,irlandés,Irish,Irlandés,Irlandés,Irish,Irlandais,Irlandés,Irish,irlandés,irlandés,Ier-tongo,Irish,Isi-Irish,Irlandés,Irish,Irish,Afaan,Ier-tongo,irlandés,ирланд,Ireland,Irlandeză,ирландски,irlandés,Irish,Irish,Irish,Si-Irish,Irish,Irish,Ciirish,Irish,आइरिस,irščina,Irish,ஐரிஷ்,Irish,írska,Irish,irlandés,ирланд,Kiirlande,Irish,irlandés,Ruili,irlandese,Irish,Irlandês,Irish,irlandés,အိုင်ယာလန်,Irish,iiri,Gwyddeleg,Isi-Irish,Irlandés,Seirishe,Irlandés,irlandés,ирландӣ,irlandés,irlandés,Ciirish,Irish,Irish,irlandés,Ai-len,આઈરીશ,आयरिश,Irlandais,Irish,Irish,Irlandia,Irish,Irish,Irsk,アイルランド語,Irish,irlandzki,Irlandey,irština,愛爾蘭語,Irlandés,Irlandiż,Irish,Thok,Ayirishe,irlandés,ไอริช,Kiirish,Irish,Irish,Īru,ирланд,Gaeilge,ирски,irlandés,Irelane,Aialani,Irish,ирланд,irlandeze,İrlanda,irlandés,Irish,írčina,Iriska,Ireland,Îrlandî,Irish,Faka-Aialani,Irlandey,Irlandes,Irsko,irlandés,irlandés,irlandés,Irisch,Irish,ирландиаг,irlandés,ኣይርላንድኛ,Irish
Kĩmixtec,Mixtec,Mixteeks,Mixtec,Mikstèk,mixteco,mištek,Mixtec,mikstečki,Mixtec,Mixtec,Mixtec,Mixtec,міштек,Mixtec,Mixteco,mixteco,jw_mxg,mixteco,मीसटेक,Mixtec,Mixtec,Mixtec,Mixtec,ਮੀਸਟੈਕ,Mixtec,მიხტეკი,Mixteki,mixteco,misték,Mixtec,mixteco,Mixtec,Mixteeks,Միքտեք,Mikisitek,mixteco,Kĩmikisiteki,Mixtec,ሚስቴክ,Mixtek,Mixtec,mixteco,मिक्सटेक,Mixtec,миштек,Mixtec,Mixtec,믹스텍어,mixteco,Mixtec,Mixteeks,Mikstektongo,Mixteco,Mixtec,миштекский,Mixtec,Mixtec,rudim,misteegi,mixteco,Μιστεκική,Mixtec,misteegi,Mixtèque,Mixtec,Mixtec,mištekų,mixteco,Mixtec,Mixtec,Semixtec,Ikimigisiteki,Mixtec,mixteco,Mixtec,Mixteco,Mixteco,Mixtec,Mixtec,Mixteco,Mixtec,mixteco,mixteco,Mikstektongo,Mixtec,IsiMixtec,Mixtec,Mixtec,Mixtec,Miiksiteek,Mikstektongo,mixteco,миштек,Mixtec,Mixtec,микстек,mixteco,Mixtec,Mixtec,Mixtec,SiMixtec,Mixtec,Mixtec,Cimixtec,Mixtec,मिक्सटेक,misteščina,Mixtec,மிக்ஸ்டெக்,Mixtec,mixtekíska,Mixtec,mixteco,mixtec,Kimikstek,Mixtec,mixteco,Rumixtec,mixteco,Mixtec,Misteca,Mixtec,mixteco,မိဇ်တက်,Mixtec,misteekki,Micsteg,IsiMixtec,Mixteco,Semixtec,Mixteco,mixteco,миштексӣ,mixteco,mixteco,Cimixtec,Mixtec,Mixtec,mixteco,Mixtec,મિસટેક(ગરેરો),मिक्सटेक,Mixtec,Mixtec,Mixtec,Mixtec,Mixtec,Mixtec,Mixtekisk,ミステク語（ゲレロ）,Mixtec,mistek,Mixtèque,mixtéčtina,米斯特克語（格雷羅）,Mixteco,Mixtec,Mixtec,Thok,Miksiteki,mixteco,มิกซ์เทก,Kimikstek,Mixtec,Mixtec,Mišteku,миштек,Mixtec,микстек,mixteco,Mixtec,Mixtec,Mixtec,миштек,misteke,Mikstek,mixteco,Mixtec,mixtéčtina,Mixteco,Mixtec,Mîhtekî,Mixtec,Mixtec,Mixtèque,Mixtec,Mikstek,mixteco,mixteco,mixteco,Mixtekisch,Mixtec,миштек,mixteco,ሚክስተክ,Mixtec
Kĩczech,ឆេកូ,Tsjechisch,Czech,Tchèk,checo,češki,Czech,češki,Czech,Czech,Czech,Czech,чеська,Czech,Checo,checheno,cs,checo,चेक,Czech,Czech,Czech,Czech,ਚੈੱਕ,Kekkiskt,ჩეხური,Tjekkiamiutut,checo,cseh,Czech,checo,Czech,Tsjeggies,Չեխերեն,CHek,checo,Kĩkyeki,Czech,ቼክ,Tsjekkisk,Tchèque,checo,चेक,Czech,чех,Czech,Czech,체코어,checo,Tchèque,Tsjechisch,Tyekiatongo,Checo,Czech,чешский,Czech,Czech,rudim,tšehhi,checo,Τσεχική,Tchèque,tšehhi,Czech,Czech,Czech,čekų,checo,Czech,Czech,se-Czech,Igiceki,Czech,checo,Czech,Checo,Checo,Czech,Tchèque,Checo,Czech,checo,checo,Tyekiatongo,Czech,IsiCzech,Xeku,Czech,Czech,Cheek,Tyekiatongo,checo,чех,Czech,Cehă,чешки,checo,Czech,Czech,Czech,SiCzech,Czech,Czech,Ciczech,Czech,चेक,češčina,Czech,செக்,Czech,tékkneska,Czech,checo,чех,Kitcheke,Czech,checo,Ruchek,ceco,Czech,Tcheco,Czech,checo,ချက်,Czech,tšekki,Tsieceg,IsiCzech,Checo,Seczech,Checo,checo,чехӣ,checo,checo,Ciczech,Czech,Czech,checo,Séc,ચેક,चेक,Tchèque,Czech,Czech,Cheska,Czech,Czech,Tjekkisk,チェコ語,Czech,czeski,Tchèque,čeština,捷克語,Checo,Ċek,Czech,Thok,Cheeki,checo,เช็ก,Kicheki,Czech,Czech,Čehu,чех,Seicis,чешки,checo,Tchèque,Czech,Czech,чех,çekisht,Çekçe,checo,Czech,čeština,Tjeckiska,Czech,Çêxî,Czech,Czech,Tseky,Cheko,Češko,checo,checo,checo,Tschechisch,Czech,чехаг,checo,ቸክ,Czech
Kĩmayo,Mayo,Mayo,Mayo,Mayo,mayo,majo,Mayo,majo,Mayo,Mayo,Mayo,Mayo,майо,Mayo,Mayo,mayo,mfy,mayo,मेयो,Mayo,Mayo,Mayo,Mayo,ਮਾਯੋ,Mayo,მაიო,Mayo,mayo,majo,Mayo,mayo,Mayo,Mayo,Մայո,Mayo,mayo,Kĩmayo,Mayo,ማዮ,Mayo,Mayo,mayo,मायो,Mayo,майо,Mayo,Mayo,마요어,mayo,Mayo,Mayo,Mayotongo,Mayo,Mayo,майо,Mayo,Mayo,rudim,maio,mayo,Μάγιο,Mayo,majo,Mayo,Mayo,Mayo,majo,mayo,Mayo,Mayo,Semayo,Ikimayo,Mayo,mayo,Mayo,Mayo,Mayo,Mayo,Mayo,Mayo,Mayo,mayo,mayo,Mayotongo,Mayo,IsiMayo,Mayo,Mayo,Mayo,Maayoo,Mayotongo,mayo,мајо,Mayo,Mayo,майо,mayo,Mayo,Mayo,Mayo,SiMayo,Mayo,Mayo,Cimayo,Mayo,मायो,majoščina,Mayo,மாயோ,Mayo,mayo,Mayo,mayo,mayo,Kimayo,Mayo,mayo,Rumayo,mayo,Mayo,Mayo,Mayo,mayo,မာယို,Mayo,mayo,Maio,IsiMayo,Mayo,Semayo,Mayo,mayo,майо,mayo,mayo,Cimayo,Mayo,Mayo,mayo,Mayo,મેયો,मेयो,Mayo,Mayo,Mayo,Mayo,Mayo,Mayo,Mayo,マヨ語,Mayo,mayo,Mayo,mayo,馬約語,Mayo,Mayo,Mayo,Thok,Mayo,mayo,มาโย,Kimayo,Mayo,Mayo,Majo,майо,Mayo,мајо,mayo,Mayo,Mayo,Mayo,майо,majo,Mayo,mayo,Mayo,mayo,Mayo,Mayo,Mayoyî,Mayo,Mayo,Mayo,Mayo,Majo,mayo,mayo,mayo,Mayo,Mayo,майо,mayo,ማዮ,Mayo
